"id_cp_interaction","interacting_pair","partner_a","partner_b","gene_a","gene_b","secreted","receptor_a","receptor_b","annotation_strategy","is_integrin","rank","cell1:cell2","pvalue","avgExpr","cell1","cell2"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Myofibroblast|Myofibroblast",0,0.794,"Myofibroblast","Myofibroblast"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.768,"Myofibroblast","Podocytes"
"CPI-SC0DA5EFA18","COL4A6_a1b1 complex","simple:Q14031","complex:a1b1 complex","ENSG00000197565","","True","False","False","curated","True",0.01,"Collecting Duct Principal Cells|Myofibroblast",0,0.697,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-SC0DA5EFA18","COL4A6_a1b1 complex","simple:Q14031","complex:a1b1 complex","ENSG00000197565","","True","False","False","curated","True",0.01,"Collecting Duct Principal Cells|Fibroblast",0,0.662,"Collecting Duct Principal Cells","Fibroblast"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Myofibroblast|Myofibroblast",0,0.634,"Myofibroblast","Myofibroblast"
"CPI-SS0D95D41D6","FGF7_FGFR4","simple:P21781","simple:P22455","ENSG00000140285","ENSG00000160867","True","False","True","I2D","False",0.01,"Fibroblast|Injured Tubule",0,0.634,"Fibroblast","Injured Tubule"
"CPI-SS0D95D41D6","FGF7_FGFR4","simple:P21781","simple:P22455","ENSG00000140285","ENSG00000160867","True","False","True","I2D","False",0.01,"Fibroblast|Podocytes",0,0.621,"Fibroblast","Podocytes"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.608,"Myofibroblast","Podocytes"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Fibroblast|Myofibroblast",0,0.592,"Fibroblast","Myofibroblast"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Proximal Tubule|Pericytes",0,0.57,"Proximal Tubule","Pericytes"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Fibroblast|Podocytes",0,0.566,"Fibroblast","Podocytes"
"CPI-SC0DA5EFA18","COL4A6_a1b1 complex","simple:Q14031","complex:a1b1 complex","ENSG00000197565","","True","False","False","curated","True",0.01,"Collecting Duct Principal Cells|Pericytes",0,0.54,"Collecting Duct Principal Cells","Pericytes"
"CPI-SS0D95D41D6","FGF7_FGFR4","simple:P21781","simple:P22455","ENSG00000140285","ENSG00000160867","True","False","True","I2D","False",0.01,"Myofibroblast|Injured Tubule",0,0.507,"Myofibroblast","Injured Tubule"
"CPI-SS0D95D41D6","FGF7_FGFR4","simple:P21781","simple:P22455","ENSG00000140285","ENSG00000160867","True","False","True","I2D","False",0.01,"Myofibroblast|Podocytes",0,0.494,"Myofibroblast","Podocytes"
"CPI-SS09648FAA9","TNFSF13B_TNFRSF13C","simple:Q9Y275","simple:Q96RJ3","ENSG00000102524","ENSG00000159958","True","False","True","guidetopharmacology.org","False",0.01,"Myofibroblast|B Cells",0,0.412,"Myofibroblast","B Cells"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Pericytes|Pericytes",0,0.408,"Pericytes","Pericytes"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Fibroblast|Myofibroblast",0,0.404,"Fibroblast","Myofibroblast"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Smooth Muscle Cells|Pericytes",0,0.388,"Smooth Muscle Cells","Pericytes"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Myofibroblast|Myofibroblast",0,0.382,"Myofibroblast","Myofibroblast"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Fibroblast|Podocytes",0,0.378,"Fibroblast","Podocytes"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Schwann Cells|Myofibroblast",0,0.368,"Schwann Cells","Myofibroblast"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Injured Tubule|Pericytes",0,0.365,"Injured Tubule","Pericytes"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.356,"Myofibroblast","Podocytes"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Schwann Cells|Myofibroblast",0,0.34,"Schwann Cells","Myofibroblast"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Myofibroblast|Myofibroblast",0,0.306,"Myofibroblast","Myofibroblast"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Proximal Tubule|Fibroblast",0,0.301,"Proximal Tubule","Fibroblast"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.28,"Myofibroblast","Podocytes"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Collecting Duct Principal Cells",0,0.271,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Collecting Duct Principal Cells",0,0.271,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Collecting Duct Principal Cells",0,0.271,"Myofibroblast","Collecting Duct Principal Cells"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Smooth Muscle Cells|Myofibroblast",0,0.265,"Smooth Muscle Cells","Myofibroblast"
"CPI-SS0D0252D87","AXL_IL15RA","simple:P30530","simple:Q13261","ENSG00000167601","ENSG00000134470","True","True","True","I2D","False",0.01,"Myofibroblast|Glomerular Capillaries",0,0.265,"Myofibroblast","Glomerular Capillaries"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Collecting Duct Principal Cells",0,0.26,"Fibroblast","Collecting Duct Principal Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Collecting Duct Principal Cells",0,0.26,"Fibroblast","Collecting Duct Principal Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Collecting Duct Principal Cells",0,0.26,"Fibroblast","Collecting Duct Principal Cells"
"CPI-SS0D0252D87","AXL_IL15RA","simple:P30530","simple:Q13261","ENSG00000167601","ENSG00000134470","True","True","True","I2D","False",0.01,"Pericytes|Glomerular Capillaries",0,0.26,"Pericytes","Glomerular Capillaries"
"CPI-SC0A199B69E","COL10A1_a10b1 complex","simple:Q03692","complex:a10b1 complex","ENSG00000123500","","True","False","False","curated","True",0.01,"Myofibroblast|Schwann Cells",0,0.257,"Myofibroblast","Schwann Cells"
"CPI-SC0CE433AB8","COL4A5_a11b1 complex","simple:P29400","complex:a11b1 complex","ENSG00000188153","","True","False","False","curated","True",0.01,"Podocytes|Myofibroblast",0,0.253,"Podocytes","Myofibroblast"
"CPI-SS03C51D352","TNFSF13B_TNFRSF13B","simple:Q9Y275","simple:O14836","ENSG00000102524","ENSG00000240505","True","False","True","curated","False",0.01,"Myofibroblast|Plasma Cells",0,0.238,"Myofibroblast","Plasma Cells"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Podocytes|Myofibroblast",0,0.233,"Podocytes","Myofibroblast"
"CPI-SC067EE23E1","COL9A2_a10b1 complex","simple:Q14055","complex:a10b1 complex","ENSG00000049089","","True","False","False","curated","True",0.01,"Intercalated Cells|Myofibroblast",0,0.217,"Intercalated Cells","Myofibroblast"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Fibroblast|Myofibroblast",0,0.211,"Fibroblast","Myofibroblast"
"CPI-SC0CE433AB8","COL4A5_a11b1 complex","simple:P29400","complex:a11b1 complex","ENSG00000188153","","True","False","False","curated","True",0.01,"Collecting Duct Principal Cells|Myofibroblast",0,0.207,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-SS0D0252D87","AXL_IL15RA","simple:P30530","simple:Q13261","ENSG00000167601","ENSG00000134470","True","True","True","I2D","False",0.01,"Fibroblast|Glomerular Capillaries",0,0.193,"Fibroblast","Glomerular Capillaries"
"CPI-SS09648FAA9","TNFSF13B_TNFRSF13C","simple:Q9Y275","simple:Q96RJ3","ENSG00000102524","ENSG00000159958","True","False","True","guidetopharmacology.org","False",0.01,"Myofibroblast|Plasma Cells",0,0.191,"Myofibroblast","Plasma Cells"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Podocytes|Myofibroblast",0,0.187,"Podocytes","Myofibroblast"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Fibroblast|Podocytes",0,0.185,"Fibroblast","Podocytes"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Pericytes|Myofibroblast",0,0.181,"Pericytes","Myofibroblast"
"CPI-SC067EE23E1","COL9A2_a10b1 complex","simple:Q14055","complex:a10b1 complex","ENSG00000049089","","True","False","False","curated","True",0.01,"Collecting Duct Principal Cells|Myofibroblast",0,0.178,"Collecting Duct Principal Cells","Myofibroblast"
"CPI-SS03C51D352","TNFSF13B_TNFRSF13B","simple:Q9Y275","simple:O14836","ENSG00000102524","ENSG00000240505","True","False","True","curated","False",0.01,"Myofibroblast|B Cells",0,0.175,"Myofibroblast","B Cells"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Pericytes|Myofibroblast",0,0.173,"Pericytes","Myofibroblast"
"CPI-SC0CE433AB8","COL4A5_a11b1 complex","simple:P29400","complex:a11b1 complex","ENSG00000188153","","True","False","False","curated","True",0.01,"Smooth Muscle Cells|Myofibroblast",0,0.17,"Smooth Muscle Cells","Myofibroblast"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Intercalated Cells",0,0.167,"Myofibroblast","Intercalated Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Intercalated Cells",0,0.167,"Myofibroblast","Intercalated Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Intercalated Cells",0,0.167,"Myofibroblast","Intercalated Cells"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Fibroblast|Myofibroblast",0,0.163,"Fibroblast","Myofibroblast"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Schwann Cells",0,0.16,"Myofibroblast","Schwann Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Schwann Cells",0,0.16,"Myofibroblast","Schwann Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Schwann Cells",0,0.16,"Myofibroblast","Schwann Cells"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Intercalated Cells",0,0.156,"Fibroblast","Intercalated Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Intercalated Cells",0,0.156,"Fibroblast","Intercalated Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Intercalated Cells",0,0.156,"Fibroblast","Intercalated Cells"
"CPI-SC0ECFACED2","COL6A3_a11b1 complex","simple:P12111","complex:a11b1 complex","ENSG00000163359","","True","False","False","curated","True",0.01,"Pericytes|Podocytes",0,0.155,"Pericytes","Podocytes"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Schwann Cells",0,0.148,"Fibroblast","Schwann Cells"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Schwann Cells",0,0.148,"Fibroblast","Schwann Cells"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Schwann Cells",0,0.148,"Fibroblast","Schwann Cells"
"CPI-SC0014D5A6E","COL16A1_a11b1 complex","simple:Q07092","complex:a11b1 complex","ENSG00000084636","","True","False","False","curated","True",0.01,"Podocytes|Myofibroblast",0,0.147,"Podocytes","Myofibroblast"
"CPI-SC060984F83","COL14A1_a11b1 complex","simple:Q05707","complex:a11b1 complex","ENSG00000187955","","True","False","False","curated","True",0.01,"Pericytes|Podocytes",0,0.147,"Pericytes","Podocytes"
"CPI-SC0A199B69E","COL10A1_a10b1 complex","simple:Q03692","complex:a10b1 complex","ENSG00000123500","","True","False","False","curated","True",0.01,"Myofibroblast|Injured Endothelium",0,0.144,"Myofibroblast","Injured Endothelium"
"CPI-SC0CE433AB8","COL4A5_a11b1 complex","simple:P29400","complex:a11b1 complex","ENSG00000188153","","True","False","False","curated","True",0.01,"Distal Convoluted Tubule|Myofibroblast",0,0.142,"Distal Convoluted Tubule","Myofibroblast"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Pericytes|Fibroblast",0,0.139,"Pericytes","Fibroblast"
"CPI-SC0A199B69E","COL10A1_a10b1 complex","simple:Q03692","complex:a10b1 complex","ENSG00000123500","","True","False","False","curated","True",0.01,"Venular Endothelium|Myofibroblast",0,0.138,"Venular Endothelium","Myofibroblast"
"CPI-SC0DF641DAA","COL5A2_a11b1 complex","simple:P05997","complex:a11b1 complex","ENSG00000204262","","True","False","False","curated","True",0.01,"Fibroblast|Podocytes",0,0.137,"Fibroblast","Podocytes"
"CPI-SC0A199B69E","COL10A1_a10b1 complex","simple:Q03692","complex:a10b1 complex","ENSG00000123500","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.135,"Myofibroblast","Podocytes"
"CPI-SC0A199B69E","COL10A1_a10b1 complex","simple:Q03692","complex:a10b1 complex","ENSG00000123500","","True","False","False","curated","True",0.01,"Myofibroblast|Myofibroblast",0,0.131,"Myofibroblast","Myofibroblast"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Distal Convoluted Tubule",0,0.127,"Myofibroblast","Distal Convoluted Tubule"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Distal Convoluted Tubule",0,0.127,"Myofibroblast","Distal Convoluted Tubule"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Myofibroblast|Distal Convoluted Tubule",0,0.127,"Myofibroblast","Distal Convoluted Tubule"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Smooth Muscle Cells|Fibroblast",0,0.119,"Smooth Muscle Cells","Fibroblast"
"CPI-CS01A4D7E2F","BMP5_AVR2A_BMR1B","simple:P22003","complex:BMR1B_AVR2A","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Distal Convoluted Tubule",0,0.115,"Fibroblast","Distal Convoluted Tubule"
"CPI-CS02C93975C","BMP5_BMPR2_BMPR1B","simple:P22003","complex:BMPR1B_BMPR2","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Distal Convoluted Tubule",0,0.115,"Fibroblast","Distal Convoluted Tubule"
"CPI-CS0BEC40E19","BMP5_AVR2B_BMR1B","simple:P22003","complex:BMR1B_AVR2B","ENSG00000112175","","True","False","True","curated","False",0.01,"Fibroblast|Distal Convoluted Tubule",0,0.115,"Fibroblast","Distal Convoluted Tubule"
"CPI-SS008FB916C","FGF2_FGFR4","simple:P09038","simple:P22455","ENSG00000138685","ENSG00000160867","True","False","True","curated","False",0.01,"Myofibroblast|Injured Tubule",0,0.115,"Myofibroblast","Injured Tubule"
"CPI-SS008FB916C","FGF2_FGFR4","simple:P09038","simple:P22455","ENSG00000138685","ENSG00000160867","True","False","True","curated","False",0.01,"Myofibroblast|Podocytes",0,0.102,"Myofibroblast","Podocytes"
"CPI-SS05996C8FD","AGT_AGTR1","simple:P01019","simple:P30556","ENSG00000135744","ENSG00000144891","True","False","True","guidetopharmacology.org","False",0.01,"Injured Tubule|Fibroblast",0,0.097,"Injured Tubule","Fibroblast"
"CPI-SC044E3F9B6","FGF2_aVb3 complex","simple:P09038","complex:aVb3 complex","ENSG00000138685","","True","False","False","curated","True",0.01,"Myofibroblast|Injured Tubule",0,0.081,"Myofibroblast","Injured Tubule"
"CPI-SC044E3F9B6","FGF2_aVb3 complex","simple:P09038","complex:aVb3 complex","ENSG00000138685","","True","False","False","curated","True",0.01,"Myofibroblast|Podocytes",0,0.066,"Myofibroblast","Podocytes"
"CPI-SS0E61DB5DF","PGF_FLT1","simple:P49763","simple:P17948","ENSG00000119630","ENSG00000102755","True","False","True","curated","False",0.011,"Pericytes|Vasa Recta",0,1.218,"Pericytes","Vasa Recta"
"CPI-SS0E61DB5DF","PGF_FLT1","simple:P49763","simple:P17948","ENSG00000119630","ENSG00000102755","True","False","True","curated","False",0.011,"Pericytes|Glomerular Capillaries",0,1.139,"Pericytes","Glomerular Capillaries"
"CPI-SS0E61DB5DF","PGF_FLT1","simple:P49763","simple:P17948","ENSG00000119630","ENSG00000102755","True","False","True","curated","False",0.011,"Pericytes|Injured Endothelium",0,0.74,"Pericytes","Injured Endothelium"
"CPI-SS0EFE0B07A","CXCL12_CXCR3","simple:P48061","simple:P49682","ENSG00000107562","ENSG00000186810","True","False","True","guidetopharmacology.org","False",0.011,"Fibroblast|T Cells",0,0.738,"Fibroblast","T Cells"
"CPI-SS0E61DB5DF","PGF_FLT1","simple:P49763","simple:P17948","ENSG00000119630","ENSG00000102755","True","False","True","curated","False",0.011,"Pericytes|Venular Endothelium",0,0.696,"Pericytes","Venular Endothelium"
"CPI-SS0DFA98A14","IL34_CSF1R","simple:Q6ZMJ4","simple:P07333","ENSG00000157368","ENSG00000182578","True","False","True","curated","False",0.011,"Fibroblast|Monocytes",0,0.67,"Fibroblast","Monocytes"
"CPI-SS0DFA98A14","IL34_CSF1R","simple:Q6ZMJ4","simple:P07333","ENSG00000157368","ENSG00000182578","True","False","True","curated","False",0.011,"Myofibroblast|Monocytes",0,0.638,"Myofibroblast","Monocytes"
"CPI-SS0DFA98A14","IL34_CSF1R","simple:Q6ZMJ4","simple:P07333","ENSG00000157368","ENSG00000182578","True","False","True","curated","False",0.011,"Fibroblast|Dendritic Cells",0,0.402,"Fibroblast","Dendritic Cells"
