genes,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000278963.1;AC005921.3,AC005921.3,-0.31687339584529,2.30332461629142,-1.62266381544819,0.135410290134647,0.50371301942375,-5.07496139391732
ENSG00000227496.1;AC099066.2,AC099066.2,-0.332095910919024,-0.197770910002223,-1.15854332803725,0.273290315133436,0.653774978532039,-5.0753328448898
ENSG00000188641.13;DPYD,DPYD,0.174953468750472,5.95451263131036,2.10451407217247,0.0613260724685817,0.371247194903632,-5.07550427072796
ENSG00000185519.8;FAM131C,FAM131C,0.454728471792972,-1.03088037603863,0.997021448113217,0.342030520815811,0.709450727158927,-5.07559174888466
ENSG00000285853.1;AL137802.3,AL137802.3,0.506278783622718,-0.602336441666515,1.08008004886133,0.305211663130049,0.68186996672495,-5.07564094614957
ENSG00000285892.1;AC006043.1,AC006043.1,-0.416685166109321,-0.483579929043233,-1.10257391166038,0.295779654624595,0.674778669702888,-5.07604229247424
ENSG00000115760.14;BIRC6,BIRC6,-0.134647846962283,8.69908920227933,-2.33029422526402,0.0417797273754102,0.325535263683952,-5.07612170285102
ENSG00000234882.1;EIF3EP1,EIF3EP1,0.278350029833584,1.50126870784907,1.48282301685502,0.168625160836766,0.54823542629538,-5.07626528655539
ENSG00000198832.10;SELENOM,SELENOM,0.181908377604778,4.39891507074488,1.93122015593816,0.0819667804246548,0.416403252139165,-5.07659156218585
ENSG00000204406.13;MBD5,MBD5,0.412823078965786,5.62061300905284,2.07027028574615,0.0649679927875744,0.381347463228599,-5.07659250264919
ENSG00000171456.18;ASXL1,ASXL1,-0.156667452520717,7.75273323941026,-2.25524469550821,0.0474917585424242,0.340145560173392,-5.07714800690178
ENSG00000141485.16;SLC13A5,SLC13A5,-0.208668704572057,3.64305775767,-1.82864117986892,0.0970824253561795,0.445142197140833,-5.07742769137765
ENSG00000264028.2;RN7SL744P,RN7SL744P,-0.347396741988638,2.20659644369563,-1.60407558652969,0.139463195485727,0.508417270854055,-5.07774609195986
ENSG00000223573.7;TINCR,TINCR,-0.319359786445936,2.58190804543646,-1.66581857145511,0.126403056945267,0.490481383050403,-5.07781690442444
ENSG00000111704.10;NANOG,NANOG,-0.248659446735795,2.68365182573124,-1.68237362452015,0.12309273580342,0.485774142974244,-5.0780065850559
ENSG00000267432.5;DNAH17-AS1,DNAH17-AS1,-0.30462784630674,2.23807715325,-1.60962757821405,0.138241522159475,0.507458616596675,-5.0784432405641
ENSG00000230084.5;AC006059.1,AC006059.1,-0.520973813115528,-1.09682968377131,-0.979268903915679,0.350310760605572,0.71605478267861,-5.07859371475626
