,logFC,AveExpr,t,P.Value,adj.P.Val,B
ARID1A,-1.04166544296424,0.114463175516049,-1.11988084828621,0.275060569022002,0.503966964719198,-5.46241331746133
PDX1,1.05195912205178,0.0133440799143289,1.11915462045413,0.275363393093995,0.503966964719198,-5.46317253889109
BACH2,1.02952652568667,-0.0800973630172421,1.11242550912797,0.278180900997467,0.505941513689144,-5.47018663565552
PAX8,0.945279699655581,0.00703688471316229,1.05758405270072,0.301927796558735,0.545720427320446,-5.52594624266218
SOX13,1.04115871624444,0.0367429742137331,1.04830780754628,0.306083509460799,0.549816674401805,-5.53512855778069
MEF2A,0.992112431305425,0.0205304840369462,1.01259415399933,0.322461075703155,0.575682043126491,-5.56980037161419
MYOD1,-0.939778595034899,-0.0620440803919539,-1.00549797877227,0.325786896743743,0.57807309117335,-5.57656026070037
TAL1,0.917964952706147,-0.0443061762679691,0.997272561066446,0.329671756692505,0.581353777720481,-5.58434197723133
FOXP1,-0.998288939324353,-0.107322689207531,-0.99314898054688,0.331631364610309,0.581353777720481,-5.58822130061228
TFAP2A,0.879280922128043,0.0315645794507835,0.976908114188118,0.339427625230731,0.591457718216423,-5.60335804076392
EGR1,0.891788456313835,0.1996256356373,0.969669619246787,0.342942634924564,0.59213450701032,-5.61003121174028
MXI1,0.875430082524225,0.0395352991459006,0.967736255558575,0.343885675892592,0.59213450701032,-5.61180592258857
TCF7L2,0.849860180669948,0.151055163247804,0.945673699863945,0.354772605649787,0.606997903698676,-5.63182871800701
HOXA9,0.848831367465804,0.0661438799908638,0.938022974890158,0.35860176938284,0.606997903698676,-5.63867335887613
E2F7,0.901120262719628,-0.043431109861471,0.933899149172348,0.360677232002616,0.606997903698676,-5.6423415387085
TFAP2C,0.857891240449124,0.0849178739158604,0.931274784477009,0.362002231120458,0.606997903698676,-5.64466820773127
USF2,0.802387787421985,-0.00388411089079319,0.929407062510374,0.362947200149724,0.606997903698676,-5.6463204006067
ELF1,-0.79932908888746,0.0690298264660706,-0.919985439280422,0.367739223083356,0.611497793812895,-5.65460829743259
NFIC,-0.843287193552672,0.0574015707221792,-0.912031038376912,0.371817689849391,0.613289221126638,-5.66154499526549
GATAD1,0.957035356076033,-0.0207308499137804,0.909674727772248,0.373031588107955,0.613289221126638,-5.66358917576442
ZNF143,-0.80760094548845,0.0513027563371925,-0.897001048051118,0.379605684599703,0.61920092665548,-5.67450029052868
PAX6,0.76981675435876,-0.0247296681903799,0.886582555617844,0.385066758643503,0.61920092665548,-5.68336385517034
FOSL1,-0.827426245809956,-0.0360252517370068,-0.885191645182851,0.385799706849873,0.61920092665548,-5.6845399241858
EOMES,0.795865224363787,-0.0636004863532427,0.884576812041045,0.386123987278904,0.61920092665548,-5.68505924451957
USF1,0.837484767097514,0.0284192288510591,0.878904888931307,0.389123919300023,0.61920092665548,-5.68983427743759
HNF1A,-0.88271468624489,-0.0543138858577302,-0.878394904252495,0.389394397175095,0.61920092665548,-5.69026222403919
MAX,-0.861743506560936,0.0459454213980754,-0.868859085301449,0.394474393803147,0.623267684620569,-5.69822162487931
GABPA,-0.764596049379498,-0.00148742324974025,-0.863550207271874,0.397321102411943,0.623267684620569,-5.70261789522255
LHX2,-0.831485912426852,0.0735732538811862,-0.86158676846918,0.398377282953353,0.623267684620569,-5.70423747003339
ATF7,0.77184275197823,0.00938901043551923,0.844359511627526,0.407721709140662,0.633270294380121,-5.71830045650283
NFYB,0.73897802272127,0.0608162242857551,0.841797833157606,0.409123076781659,0.633270294380121,-5.72036899917271
SSRP1,-1.02032132650305,-0.0278877626733514,-0.801337653063242,0.431661855704585,0.66067558293238,-5.75226015981886
TEAD2,-0.75531487010228,0.0162690759071614,-0.799033777388021,0.432968071461482,0.66067558293238,-5.7540317785041
ZEB2,-0.770419925175034,-0.135423895369046,-0.787104298798158,0.439770738091856,0.66067558293238,-5.76312851564844
ESR1,0.730037063576976,0.157355175058528,0.787061240686578,0.439795409973135,0.66067558293238,-5.76316111613765
NCOA1,0.788650064242462,0.0703622781590006,0.785843013942186,0.440493794464017,0.66067558293238,-5.76408277370113
RARA,0.728727047067626,0.0415984354567448,0.777504753828099,0.445292197915312,0.66067558293238,-5.77035503689647
SOX2,0.819701319135311,0.120794648031014,0.777069619518529,0.445543476976029,0.66067558293238,-5.77068062563578
RFXANK,-0.696243601294156,0.0124325659644502,-0.774098598513445,0.447261477105426,0.66067558293238,-5.77289909607095
RFXAP,-0.696243601294156,0.0124325659644502,-0.774098598513445,0.447261477105426,0.66067558293238,-5.77289909607095
NFATC1,0.740461299281777,0.0450127907274458,0.764125167526179,0.453058057850833,0.664837390400908,-5.7802876398742
TP53,-0.756006151652416,-0.061949686207074,-0.759154633938802,0.455963825063539,0.664837390400908,-5.78393613522839
XBP1,0.697147841529673,0.0365355549830155,0.756736230354445,0.457381670915564,0.664837390400908,-5.78570316464368
SOX11,0.752184571753223,0.0854698349151629,0.753611428505387,0.459217578936709,0.664837390400908,-5.78797843511495
JUNB,0.69853131234426,-0.0449739383726854,0.746530900582363,0.463393903727436,0.665932226780071,-5.79310103133153
NR5A1,0.72547901567753,-0.146357670465999,0.744576486578823,0.464550659918744,0.665932226780071,-5.79450694060002
POU2F2,-0.657425589804834,0.147934158842186,-0.72969105356161,0.473417138079317,0.672137519821931,-5.80510012334831
PRDM1,0.664939362016803,0.236415294937572,0.727424128431691,0.474776124293993,0.672137519821931,-5.80669556422654
KDM5B,-0.632388489735471,-0.0278154115016485,-0.723717413813916,0.477003175296105,0.672137519821931,-5.80929415783848
ESRRA,-0.640107008679094,-0.054606226275433,-0.721864971749521,0.478118441935188,0.672137519821931,-5.81058808626384
RFX2,0.631556977344568,0.0457542176295712,0.714858766819074,0.482350316614231,0.674826644878564,-5.81545339857343
SIX2,0.643081500484239,0.0570464594179606,0.68628782222767,0.499831554592606,0.695937714767696,-5.83482571464951
E2F3,0.618403659493761,0.0164805799854253,0.682222237655631,0.502348072589864,0.696110900588812,-5.83752107452267
ETV1,0.595615432759312,0.0895451777987564,0.678294118229498,0.504786302660132,0.696174474284827,-5.84011076181014
GATA3,0.6519867715706,0.168801165120031,0.671484183209053,0.509029090741327,0.698714459460972,-5.84456645277897
CDX2,-0.614758244209559,-0.00136117651478311,-0.654834061602206,0.519486332725756,0.706358346220462,-5.85527916386146
GFI1B,0.593855278672039,-0.00226689490550444,0.651654992933846,0.521496393482201,0.706358346220462,-5.85729526504305
MAFF,-0.589971182960672,0.0283466292324246,-0.64634906446288,0.52486074642907,0.706358346220462,-5.86063920732036
HNF4G,0.600982045002349,0.000340718165401761,0.641517254539593,0.527934795400453,0.706358346220462,-5.8636615115423
CEBPG,0.578622190108536,-0.00347758163961936,0.634272623396049,0.532562254770723,0.706358346220462,-5.86815220831448
TCF4,-0.593165202783885,0.0225363177726288,-0.634195338656992,0.532611738141066,0.706358346220462,-5.8681998501684
YY1,-0.565417670280298,-0.00238535874264437,-0.628409637360396,0.536323231937588,0.706358346220462,-5.87175056583455
TBP,-0.557451244700863,0.0357065876523661,-0.628270961261284,0.536412362603771,0.706358346220462,-5.87183528793243
FOXA2,-0.560543124562283,0.0572432973094144,-0.62822179115041,0.536443967404543,0.706358346220462,-5.87186532335905
NR3C1,-0.578959783877191,-0.052339921543564,-0.624110331984793,0.539090211865951,0.706516187296822,-5.87436879302682
ARID1B,0.572694413249065,0.132134848734374,0.620500092093424,0.541419621193097,0.706516187296822,-5.87655402043216
CLOCK,0.543555220503072,-0.115059005171759,0.616469935084452,0.544026313465645,0.706748469725459,-5.87897899347944
VDR,0.556580596471431,0.00785236005792614,0.609787216368345,0.548363355760878,0.706869389883448,-5.88296646587654
POU4F2,0.609699382730269,-0.00746864463926718,0.608361219841126,0.54929118081768,0.706869389883448,-5.88381191022844
HOXB13,0.532254515273223,0.0862283032470196,0.605114564454854,0.551406706197741,0.706869389883448,-5.88572966364569
BCL3,0.563078236042048,0.0768208481456534,0.576243306496236,0.570405934119408,0.727387773508503,-5.9023472937216
NR2C2,0.684923129869232,-0.0220460527180444,0.573224462601906,0.572411684307379,0.727387773508503,-5.90403949119985
DNMT3B,-0.522796191410143,0.166987720881759,-0.553756266874359,0.585432017511302,0.74069876998169,-5.914745335642
RELB,0.50142371239141,0.0365787971941137,0.545411156492662,0.591058011865786,0.744579573389366,-5.91922452518485
STAT6,0.483096661358155,-0.033102659042309,0.525500401337447,0.604587668204541,0.755515440908299,-5.92964442258032
PBX2,-0.496584595929559,0.134486256617151,-0.523540864762456,0.605927212351388,0.755515440908299,-5.93064952976937
PPARA,0.464467753854486,0.00476685723264922,0.521156800777244,0.60755887971668,0.755515440908299,-5.93186746024879
ONECUT1,0.488022352446117,0.0146878070933024,0.515221273884883,0.611630280474881,0.755515440908299,-5.93487618068825
ERG,0.558086692202911,0.00476299339204412,0.511482722011672,0.614201316155729,0.755515440908299,-5.93675401595808
FOXA1,0.43840318821083,0.0464553487098764,0.508211567872196,0.616455092216122,0.755515440908299,-5.93838614643258
MAFB,0.492012336199986,0.0945606595448627,0.506098578617508,0.617912972289262,0.755515440908299,-5.9394349864741
NR1H3,-0.385755515426053,-0.0151166172402479,-0.439134047937423,0.664925150264279,0.802897995726792,-5.97045987800408
REST,0.382596103009819,-0.0315260664866496,0.435742810052493,0.667346128227282,0.802897995726792,-5.97191643150312
SPIB,0.396433891475331,0.0580208981384781,0.434553422445497,0.668196103375075,0.802897995726792,-5.97242465385987
BHLHE40,-0.379087321931476,-0.0441153848568993,-0.432108891489572,0.669944474830394,0.802897995726792,-5.9734649136323
MEF2B,-0.396866449609607,-0.110279651226159,-0.431386913885912,0.670461212926497,0.802897995726792,-5.97377104588491
NCOR1,0.434679741347444,-0.145818235494221,0.424183767152163,0.675625798994143,0.80379048549594,-5.97679778172796
